Ticker,Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Volatility Week,Volatility Month
AAPL,Apple Inc,Technology,Consumer Electronics,USA,NASD,"DJIA, NDX, S&P 500",35.22,8.27,0.0012,14690000000.0,-0.0527,4275930000000.0005,30.21,0.1007,-0.022099999999999998,14670000000.0,-0.0259,4292130000000.0,2.37,1.89,0.6598999999999999,0.0106,0.16399999999999998,122580000000.0,9.47,0.1736,0.0,3.35,0.0443,451440000000.0,40.1,0.34909999999999997,155890000.0,0.0709,7.26,62.42,0.1273,1.4147,317.40 -8.28%,0.46149999999999997,4.66,33.1,6.89% 17.91%,0.6776000000000001,195.07 49.24%,0.584,1.08 (0.37%),26.83,1.81% 8.71%,0.47859999999999997,1.2861000000000002,1.05 (0.36%),9.51,0.2891,0.3264,7.32,10.7831,"May 11, 2026",1.02,0.1276,0.27149999999999996,44.05,1.98,4.26% 4.98%,1.07,0.22039999999999998,-0.042,1.09,318.45,0.1366,0.8,0.166,0.019799999999999998,0.83,295.63,166000.0,0.7,Apr 30 AMC,0.0909,46570000.0,291.13,"Dec 12, 1980",Yes / Yes,3.30% 1.58%,,38542774.0,-0.0152,0.0352,0.022400000000000003
ABNB,Airbnb Inc,Consumer Cyclical,Travel Services,USA,NASD,"NDX, S&P 500",32.58,4.06,0.32659999999999995,419000000.0,-0.009399999999999999,79730000000.0,21.8,0.18460000000000001,-0.011000000000000001,399650000.0,-0.0052,70190000000.0,1.03,1.26,0.5882999999999999,0.0368,0.0473,2520000000.0,6.27,0.2712,-0.0097,4.01,0.0369,12710000000.0,10.31,0.09699999999999999,14730000.0,-0.0253,12.83,6.61,0.2126,0.3233,147.25 -10.17%,-0.047,20.02,17.56,13.17% -,0.2489,110.81 19.38%,0.0617,,25.58,13.58% 29.50%,0.7238,-0.10890000000000001,,5.52,0.0235,0.2089,4.34,,,1.44,0.1318,0.198,46.61,2.13,- -,1.44,0.07339999999999999,-0.006999999999999999,1.15,157.19,0.0,0.33,0.1787,-0.022799999999999997,0.71,130.87,8200.0,0.32,May 07 AMC,0.026000000000000002,3670000.0,132.28,"Dec 10, 2020",Yes / Yes,-14.50% 2.34%,,2611071.0,0.0108,0.0315,0.0322
ADBE,Adobe Inc,Technology,Software - Application,USA,NASD,"NDX, S&P 500",11.67,17.48,0.002,404200000.0,-0.1886,82460000000.0,7.46,0.1263,-0.0888,403400000.0,-0.1358,83900000000.0,0.53,6.04,0.8331000000000001,0.0463,-0.18170000000000003,7230000000.0,3.27,0.159,-0.031400000000000004,3.22,-0.4054,25200000000.0,7.25,0.2491,18660000.0,-0.4171,28.16,14.66,0.1406,0.6295000000000001,416.39 -51.00%,-0.5068,13.92,7.99,18.25% 9.04%,0.43420000000000003,218.09 -6.45%,-0.5700999999999999,,8.46,10.89% 13.06%,0.8881999999999999,-0.6231,,3.33,0.12710000000000002,0.36329999999999996,11.35,1.1013,"Mar 24, 2005",0.91,0.1149,0.2869,29.38,2.52,- -,0.75,0.08039999999999999,-0.17079999999999998,1.43,276.32,0.0,0.61,0.12689999999999999,-0.16690000000000002,4.32,218.8,31360.0,0.45,Jun 11 AMC,-0.3161,5790000.0,204.02,"Aug 13, 1986",Yes / Yes,2.48% 2.54%,,25007240.0,-0.0676,0.0435,0.0391
ADI,Analog Devices Inc,Technology,Semiconductors,USA,NASD,"NDX, S&P 500",62.09,6.73,0.0028000000000000004,487090000.0,0.0409,203500000000.0,28.23,0.2057,-0.1261,485740000.0,-0.0338,208750000000.0,0.95,3.3,0.9007999999999999,0.0195,0.365,3310000000.0,15.97,0.5754,-0.0131,2.38,0.4838,12740000000.0,6.03,0.0695,9480000.0,0.5405,69.27,59.17,0.2966,0.0964,439.70 -4.98%,0.7998999999999999,7.06,44.58,-4.58% 6.82%,0.0809,218.37 91.32%,1.2263,4.25 (1.02%),33.86,-2.84% 14.49%,0.5861999999999999,1.4928,4.18 (1.00%),16.38,0.8332999999999999,0.3297,17.91,6.3348,"Jun 02, 2026",1.34,0.2975,0.2601,54.32,1.56,9.41% 10.14%,1.75,1.0973,0.016,1.18,457.9,0.8522,0.26,0.3725,0.0622,0.75,412.13,24500.0,0.21,May 20 BMO,0.3605,3990000.0,417.79,"Apr 03, 1979",Yes / Yes,7.03% 3.14%,,2982923.0,0.0137,0.0483,0.0407
ADP,Automatic Data Processing Inc,Technology,Software - Application,USA,NASD,"NDX, S&P 500",21.09,10.73,0.0018,400600000.0,-0.024700000000000003,90420000000.0,18.56,0.1011,-0.0043,399030000.0,0.0843,91590000000.0,1.85,2.59,0.8747,0.0384,0.0848,4350000000.0,4.19,0.106,0.0271,4.77,-0.1277,21600000000.0,14.27,0.0719,15330000.0,-0.1206,15.85,28.01,0.1001,0.7120000000000001,315.98 -28.41%,-0.2697,8.08,17.08,12.54% 11.86%,0.4082,188.16 20.22%,0.0359,6.51 (2.88%),14.51,7.61% 7.10%,0.5057,0.133,6.64 (2.94%),4.24,0.0971,0.2651,6.07,1.5974000000000002,"Jun 12, 2026",1.04,0.0692,0.20120000000000002,55.03,2.71,14.12% 11.33%,1.04,0.1045,0.0052,0.83,246.64,0.6031,0.69,0.0695,0.0645,0.68,225.77,67000.0,0.68,Apr 29 BMO,-0.0754,3210000.0,226.21,"Jun 26, 1967",Yes / Yes,2.23% 1.49%,,2189772.0,0.0019,0.0217,0.025699999999999997
ADSK,Autodesk Inc,Technology,Software - Application,USA,NASD,"NDX, S&P 500",28.99,6.84,0.0036,211000000.0,-0.1371,41870000000.0,13.98,0.1268,0.0045000000000000005,210240000.0,-0.1411,41670000000.0,0.87,3.12,0.9368000000000001,0.0311,-0.21,1460000000.0,5.57,0.2078,0.0111,3.07,-0.33880000000000005,7520000000.0,13.13,0.12990000000000002,6530000.0,-0.3297,15.11,14.32,0.15990000000000001,0.504,329.09 -39.70%,-0.3354,13.86,15.34,11.46% -0.79%,0.24969999999999998,204.80 -3.11%,-0.04650000000000001,,21.93,13.34% 13.69%,0.8568000000000001,-0.285,,5.54,0.4642,0.2248,10.19,2.532,"Mar 22, 2005",0.83,0.1888,0.1946,28.19,1.31,- -,0.83,2.2912,-0.1464,1.31,323.39,0.0,0.85,0.1963,-0.1585,2.63,205.57,14300.0,0.84,May 28 AMC,-0.2702,2130000.0,198.43,"Jun 28, 1985",Yes / Yes,5.15% 2.15%,,5599457.0,-0.0347,0.0489,0.0405
AEP,American Electric Power Company Inc,Utilities,Utilities - Regulated Electric,USA,NASD,"NDX, S&P 500",19.11,6.76,0.0032,543970000.0,0.0007000000000000001,70310000000.0,18.86,0.0788,-0.006,542350000.0,0.01,122710000000.0,2.29,1.51,0.8243,0.0594,-0.032799999999999996,3650000000.0,3.14,0.064,0.0002,8.26,0.132,22380000000.0,2.21,0.0329,32210000.0,0.1207,58.47,128.08,0.0825,0.12359999999999999,139.44 -7.32%,0.2544,1.01,,14.02% 8.53%,0.0461,100.72 28.31%,0.5442,3.86 (2.99%),13.77,4.09% 7.88%,0.3177,0.5246999999999999,3.78 (2.93%),5.48,0.31120000000000003,0.2439,2.37,0.9331,"May 08, 2026",0.39,0.09380000000000001,0.16329999999999997,50.45,2.08,5.67% 5.66%,0.53,0.0675,0.009000000000000001,0.51,144.32,0.5615,1.63,0.0672,-0.0167,1.07,128.48,17581.0,1.49,May 05 BMO,0.0545,3900000.0,129.23,"Sep 01, 1949",Yes / Yes,4.61% 5.32%,,4155634.0,0.0058,0.0165,0.0174
ALNY,Alnylam Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,NDX,67.21,4.21,0.0043,133440000.0,-0.0667,37760000000.0,26.52,0.42340000000000005,-0.1223,132940000.0,-0.0296,37730000000.0,0.34,1.63,0.9879000000000001,0.039900000000000005,-0.0975,577220000.0,8.81,2.2163999999999997,0.0006,4.78,-0.3007,4290000000.0,35.1,0.12359999999999999,5300000.0,-0.2887,8.06,12.55,0.7843000000000001,0.9693999999999999,495.55 -42.92%,-0.0716,22.54,58.88,- -,0.153,283.10 -0.09%,0.46490000000000004,,46.75,52.98% 49.77%,0.8083,0.7140000000000001,,8.8,3.0845,0.1754,10.42,3.4776,,3.06,0.8256999999999999,0.1346,40.23,1.71,- -,3.13,4.4032,-0.0406,0.28,443.88,0.0,2.76,0.9643,-0.0691,1.28,289.39,2500.0,2.51,Apr 30 BMO,-0.25120000000000003,1110000.0,282.85,"May 28, 2004",Yes / Yes,73.26% 4.63%,,1418958.0,-0.0226,0.037200000000000004,0.0336
AMAT,Applied Materials Inc,Technology,Semiconductor Equipment & Materials,USA,NASD,"NDX, S&P 500",53.3,10.64,0.0046,793960000.0,0.2522,450370000000.0,34.54,0.3428,-0.0177,790320000.0,0.2992,449400000000.0,1.23,3.36,0.8187000000000001,0.0252,0.6609,8510000000.0,15.52,0.2984,-0.0139,2.78,1.0615999999999999,29020000000.0,18.84,0.2302,19950000.0,1.2073,30.11,54.65,0.2814,0.3969,557.62 1.73%,2.2414,10.38,84.29,5.19% 17.18%,0.2849,154.46 267.24%,3.0515,1.84 (0.32%),48.67,3.37% 10.52%,0.48960000000000004,3.1460000000000004,1.91 (0.34%),15.48,0.2952,0.3013,29.7,22.5667,"Aug 20, 2026",1.8,0.0335,0.29309999999999997,74.01,1.48,20.39% 15.39%,2.51,0.3344,0.21230000000000002,1.6,526.48,0.20550000000000002,0.3,0.11410000000000001,0.32780000000000004,1.12,552.64,36500.0,0.25,May 14 AMC,0.8344,7170000.0,567.25,"Nov 01, 1982",Yes / Yes,6.73% 2.95%,,8029268.0,0.0264,0.0768,0.0537
AMD,Advanced Micro Devices Inc,Technology,Semiconductors,USA,NASD,"NDX, S&P 500",167.9,3.05,0.0049,1630000000.0,0.0969,834170000000.0,38.59,0.7754000000000001,-0.0742,1620000000.0,0.1483,825680000000.0,0.62,1.6,0.6829000000000001,0.027200000000000002,1.6453,5010000000.0,22.27,0.7908,-0.009000000000000001,1.18,1.3104,37450000000.0,12.94,0.0652,44070000.0,1.3887,39.55,67.5,0.6252,0.0806,546.44 -6.38%,3.3169999999999997,7.58,97.29,46.65% 5.13%,0.07429999999999999,115.06 344.61%,2.9598,,111.82,13.64% 28.82%,0.47090000000000004,5.2916,,22.05,1.2387000000000001,0.1165,32.39,117.419,,1.96,0.3497,0.13369999999999999,60.45,1.53,- -,2.72,0.9225,0.061399999999999996,2.49,492.52,0.0,0.06,0.3785,0.3226,0.84,488.45,31000.0,0.05,May 05 AMC,1.0146,37440000.0,511.57,"Oct 15, 1979",Yes / Yes,6.24% 3.57%,,31508237.0,0.0473,0.0766,0.060599999999999994
AMGN,AMGEN Inc,Healthcare,Drug Manufacturers - General,USA,NASD,"DJIA, NDX, S&P 500",24.7,14.38,0.0023,539700000.0,0.0161,191700000000.0,15.15,0.047400000000000005,-0.043899999999999995,538480000.0,0.0557,236990000000.0,4.07,5.59,0.8198000000000001,0.022000000000000002,-0.0301,7800000000.0,5.14,0.025099999999999997,-0.0121,4.45,0.1263,37300000000.0,20.86,0.0858,11850000.0,0.0852,17.03,15.92,0.037200000000000004,1.0131999999999999,391.29 -9.22%,0.1948,22.3,22.3,5.51% 2.93%,0.1277,267.83 32.62%,0.6342,10.20 (2.87%),14.16,12.09% 7.79%,0.7151000000000001,0.4631,9.80 (2.76%),6.35,0.3114,0.3175,8.95,1.2949000000000002,"May 15, 2026",1.01,0.09939999999999999,0.2091,61.93,2.39,7.05% 8.27%,1.26,0.045700000000000005,0.0504,0.4,352.61,0.6692,6.24,0.0693,0.0438,1.01,354.06,31500.0,5.65,Apr 30 AMC,0.07400000000000001,2660000.0,355.2,"Jun 17, 1983",Yes / Yes,8.04% 0.50%,,2698896.0,0.0032,0.0288,0.0236
AMZN,Amazon.com Inc,Consumer Cyclical,Internet Retail,USA,NASD,"DJIA, NDX, S&P 500",28.51,8.37,0.0895,10750000000.0,-0.0304,2566110000000.0,23.69,0.145,-0.0003,9790000000.0,-0.11689999999999999,2646990000000.0,1.1,1.81,0.6663,0.009399999999999999,0.1487,90800000000.0,3.45,0.22640000000000002,0.0,2.08,0.0292,742780000000.0,5.81,0.1164,92450000.0,0.0335,41.09,17.58,0.2161,0.24280000000000002,278.56 -14.36%,0.11869999999999999,13.57,,- 27.96%,0.1393,196.00 21.71%,0.8847,,16.48,11.73% 13.18%,0.506,0.4255,,3.56,0.3555,0.12140000000000001,7.46,5.645700000000001,,1.01,0.1422,0.1222,34.76,1.23,- -,1.18,0.7533,-0.0727,1.46,317.34,0.0,0.51,0.1661,-0.0637,1.15,241.51,1576000.0,0.47,Apr 29 AMC,0.026000000000000002,44430000.0,238.55,"May 15, 1997",Yes / Yes,70.21% 2.39%,,51009929.0,-0.0123,0.0332,0.026600000000000002
APP,Applovin Corp,Communication Services,Advertising Agencies,USA,NASD,"NDX, S&P 500",43.82,11.34,0.23559999999999998,306090000.0,-0.1085,166880000000.0,23.19,0.33240000000000003,-0.0064,256779999.99999997,0.0953,167640000000.0,0.56,3.75,0.6514,0.05,0.08310000000000001,3860000000.0,27.07,0.6487,-0.0876,2.79,-0.29359999999999997,6160000000.0,70.68,0.5837,12830000.0,-0.26280000000000003,7.03,60.49,0.4174,2.6642,745.61 -33.37%,0.3053,8.21,37.66,- -,0.6561,320.00 55.24%,21.1971,,34.03,21.89% 30.45%,0.8747,5.0273,,27.2,1.0103,0.775,33.99,,,3.24,0.2004,0.6256,45.47,1.35,- -,3.24,1.13,-0.0692,2.51,659.9,0.0,1.49,0.2415,0.0259,0.94,478.57,898.0,1.49,May 06 AMC,-0.0832,4590000.0,496.77,"Apr 15, 2021",Yes / Yes,3.37% 3.87%,,4332781.0,0.038,0.06309999999999999,0.0665
ARM,Arm Holdings Plc ADR,Technology,Semiconductors,United Kingdom,NASD,NDX,449.92,0.85,0.0046,1060000000.0,0.1105,405180000000.0,126.31,0.38549999999999995,-0.0583,1060000000.0,0.7215,402070000000.0,4.21,0.4,0.08070000000000001,0.0175,2.2899000000000003,904000000.0,82.35,0.2293,0.0084,1.78,1.6909,4920000000.0,48.9,0.09210000000000002,18510000.0,2.4838,7.79,112.52,0.3002,0.1195,427.99 -11.02%,1.7472,3.38,413.87,18.34% 17.48%,0.1038,100.02 280.73%,,,350.24,22.46% 19.40%,0.9408,,,81.72,0.1294,0.1827,33.38,,,6.0,0.2279,0.1837,63.81,1.83,- -,6.0,0.4863,0.1748,3.74,271.38,0.0,0.06,0.2006,0.5671,1.58,342.23,9584.0,0.05,May 06 AMC,1.3468,10420000.0,380.81,"Sep 14, 2023",Yes / Yes,3.18% 1.13%,,16444995.0,0.1127,0.1191,0.0998
ASML,ASML Holding NV,Technology,Semiconductor Equipment & Materials,Netherlands,NASD,NDX,62.14,29.99,0.0004,385420000.0,0.1351,718250000000.0,37.48,0.33340000000000003,0.0,385250000.0,0.1783,711720000000.0,1.46,8.05,0.1869,0.0027,0.3848,11610000000.0,18.38,0.2626,-0.18109999999999998,0.57,0.6648999999999999,39070000000.0,29.93,0.22219999999999998,1030000.0,0.7419,62.27,74.42,0.256,0.5412,1903.50 -2.10%,1.3703,25.04,71.62,23.38% 23.58%,0.42810000000000004,683.48 172.66%,1.5522,10.05 (0.54%),48.08,18.33% 18.27%,0.526,1.6736000000000002,8.79 (0.47%),18.22,0.2642,0.3479,84.09,18.1369,"Apr 27, 2026",0.78,0.1856,0.29710000000000003,65.83,1.57,13.12% 21.86%,1.36,0.32420000000000004,0.1246,1.76,1826.01,0.2675,0.13,0.2588,0.21239999999999998,1.41,1899.48,44209.0,0.13,Apr 15 BMO,0.4966,1790000.0,1863.55,"Mar 15, 1995",Yes / Yes,9.38% 2.43%,,2518748.0,-0.0189,0.055,0.04019999999999999
AVGO,Broadcom Inc,Technology,Semiconductors,USA,NASD,"NDX, S&P 500",63.6,6.01,0.0194,4760000000.0,-0.0095,1817730000000.0,19.65,0.6798000000000001,-0.0167,4670000000.0,-0.0833,1863010000000.0,0.35,3.21,0.7868,0.0125,0.18600000000000003,29320000000.0,24.09,0.6970999999999999,-0.0064,2.29,-0.0748,75470000000.0,20.73,0.17059999999999997,58480000.0,0.1039,18.43,92.61,0.5585,0.3728,495.00 -22.81%,0.4921,4.13,55.48,21.56% 49.76%,0.195,244.17 56.48%,3.4668,2.62 (0.69%),44.29,24.38% 21.74%,0.6566,7.117100000000001,2.48 (0.65%),24.69,1.2517,0.4414,21.83,22.757600000000004,"Jun 22, 2026",2.01,0.32289999999999996,0.3885,41.4,1.32,12.90% 12.67%,2.24,0.8559,-0.0875,1.47,523.67,0.49520000000000003,0.74,0.47869999999999996,-0.06,1.0,385.57,33000.0,0.71,Jun 03 AMC,0.0669,25540000.0,382.07,"Aug 06, 2009",Yes / Yes,1.82% 0.26%,,25539879.0,-0.0091,0.048499999999999995,0.0426
AXON,Axon Enterprise Inc,Industrials,Aerospace & Defense,USA,NASD,"NDX, S&P 500",176.82,2.5,0.0576,80570000.0,-0.0913,35600000000.0,41.5,0.38439999999999996,-0.0163,75960000.0,0.1723,36680000000.0,1.56,1.83,0.8476,0.0434,-0.1097,205990000.0,11.93,0.12240000000000001,0.0275,2.93,-0.2228,2980000000.0,10.07,0.0313,3290000.0,-0.22219999999999998,43.86,47.53,0.2659,0.0676,885.91 -50.14%,-0.4302,9.29,1824.93,-9.30% -,0.0384,339.01 30.30%,1.244,,469.52,32.68% 32.48%,0.5932,1.8056999999999999,,12.3,-0.405,-0.0053,28.05,18.4082,,1.93,0.3395,0.069,51.38,1.35,- -,2.27,0.9013,0.012,1.42,676.88,0.0,0.52,0.3375,0.0766,0.64,446.2,6300.0,0.52,May 06 AMC,-0.1984,1130000.0,441.73,"Jun 07, 2001",Yes / Yes,0.81% 3.65%,,719559.0,-0.01,0.0655,0.0647
BKNG,Booking Holdings Inc,Consumer Cyclical,Travel Services,USA,NASD,"NDX, S&P 500",21.68,7.61,0.0023,780000000.0,-0.0054,127810000000.0,13.38,0.1793,-0.0451,773120000.0,0.0639,130570000000.0,0.82,2.44,0.9488,0.0315,-0.0278,6150000000.0,4.62,0.1459,-0.0269,3.25,-0.2186,27690000000.0,,0.2241,24390000.0,-0.23,-11.18,7.9,0.163,,233.58 -29.39%,-0.245,20.88,14.15,29.44% 158.57%,0.8542000000000001,150.14 9.86%,0.5827,1.53 (0.93%),12.51,16.35% 31.69%,0.973,0.7894,1.61 (0.97%),4.72,0.1745,0.34990000000000004,5.94,2.1265,"Jun 05, 2026",1.06,0.1495,0.2223,49.68,1.45,- -,1.06,2.3888,0.0118,1.09,224.8,0.23190000000000002,,0.1617,-0.0273,0.86,163.59,24300.0,,Apr 28 AMC,-0.13970000000000002,7500000.0,164.94,"Mar 30, 1999",Yes / Yes,6.02% 0.24%,,6480803.0,0.0083,0.0378,0.0335
BKR,Baker Hughes Co,Energy,Oil & Gas Equipment & Services,USA,NASD,"NDX, S&P 500",20.13,3.14,0.0026,991770000.0,0.0088,62640000000.0,22.07,0.1984,-0.2291,989450000.0,-0.0347,63020000000.0,2.78,0.49,0.9620000000000001,0.0255,0.1637,3120000000.0,2.25,-0.0817,-0.0304,2.9,0.3143,27890000000.0,3.24,0.07,25240000.0,0.3865,19.47,3.92,0.0795,0.1714,70.41 -10.33%,0.6345000000000001,16.09,27.33,- -,0.0897,37.38 68.91%,1.1195,0.94 (1.48%),12.94,9.44% 6.02%,0.2357,1.4369,0.92 (1.46%),2.26,0.0696,0.12960000000000002,2.03,0.973,"May 05, 2026",1.77,0.002,0.1117,46.17,1.81,8.02% 5.02%,2.13,1.3203,-0.0222,0.94,71.9,0.35340000000000005,0.84,0.024900000000000002,-0.018799999999999997,0.81,63.48,56000.0,0.8,Apr 23 AMC,0.1512,8710000.0,63.14,"Oct 03, 1961",Yes / Yes,17.62% 3.92%,,7071265.0,-0.0054,0.0279,0.029300000000000003
