Ticker,Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Volatility Week,Volatility Month
QCOM,Qualcomm Inc,Technology,Semiconductors,USA,NASD,"NDX, S&P 500",23.03,9.19,0.001,1060000000.0,-0.0195,223150000000.0,20.02,-0.0149,-0.0709,1050000000.0,-0.0068000000000000005,228620000000.0,,2.21,0.8131999999999999,0.042800000000000005,0.6309,9920000000.0,5.02,-0.10769999999999999,-0.0148,2.19,0.162,44490000000.0,8.22,0.1764,45040000.0,0.2378,25.76,22.77,-0.004699999999999999,0.3608,259.92 -18.54%,0.33409999999999995,9.3,17.85,-23.90% 2.08%,0.23600000000000002,121.99 73.56%,0.7334,3.61 (1.71%),17.59,0.06% 13.48%,0.5479999999999999,0.5727,3.59 (1.70%),5.14,-0.0672,0.2568,17.25,2.9331,"Jun 04, 2026",1.56,0.0521,0.2231,50.6,2.67,6.76% 6.50%,2.37,1.726,-0.046,1.64,193.39,0.6940000000000001,0.56,-0.0346,0.1505,0.69,202.96,52000.0,0.54,Apr 29 AMC,0.2782,20530000.0,211.72,"Dec 13, 1991",Yes / Yes,3.58% 0.08%,,14115535.0,0.0432,0.079,0.0768
REGN,Regeneron Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,"NDX, S&P 500",14.91,41.04,0.037599999999999995,103200000.0,-0.036699999999999997,64180000000.00001,11.3,0.1656,-0.0014000000000000002,100890000.0,-0.1497,58120000000.0,1.01,10.85,0.8695999999999999,0.0298,-0.17920000000000003,4420000000.0,4.3,0.048499999999999995,-0.0063,3.45,-0.15710000000000002,14920000000.0,2.05,0.1128,3000000.0,-0.2069,299.27,7.32,0.1117,0.14550000000000002,821.11 -25.45%,0.17300000000000001,83.57,15.6,2.76% 6.33%,0.1324,503.25 21.64%,-0.1882,3.97 (0.65%),13.26,5.62% 11.04%,0.8093,0.1648,3.64 (0.59%),3.9,0.018500000000000003,0.2576,18.76,0.6454000000000001,"May 20, 2026",2.96,0.0592,0.2965,37.75,1.71,- -,3.57,-0.0716,-0.0227,0.24,838.23,0.0849,0.09,0.19039999999999999,-0.1158,0.82,611.48,15410.0,0.06,Apr 29 BMO,-0.1211,870.56K,612.14,"Apr 02, 1991",Yes / Yes,6.24% 3.59%,,715353.0,0.0011,0.030299999999999997,0.0264
ROP,Roper Technologies Inc,Technology,Software - Application,USA,NASD,"NDX, S&P 500",20.93,16.01,0.0038,102400000.0,0.0084,33799999999.999996,14.04,0.08869999999999999,0.0037,100530000.0,0.0592,43890000000.0,1.66,5.3,1.0055,0.042,-0.045700000000000005,1710000000.0,4.17,0.0955,0.0076,3.56,-0.2426,8119999999.999999,1.82,0.052000000000000005,4230000.0,-0.2475,183.77,88.28,0.08439999999999999,0.0901,575.77 -41.82%,-0.4144,3.79,13.25,8.46% 9.58%,0.06,305.96 9.48%,-0.2622,3.40 (1.01%),13.74,13.73% 10.24%,0.6940000000000001,-0.2706,3.47 (1.04%),5.41,0.152,0.2809,9.88,0.9459000000000001,"Jul 08, 2026",0.49,0.1207,0.2112,50.62,2.48,9.99% 9.99%,0.53,0.5899,0.0175,0.75,454.21,0.2384,0.56,0.11289999999999999,-0.0222,0.95,332.71,19400.0,0.52,Apr 23 BMO,-0.18230000000000002,1190000.0,334.97,"Feb 13, 1992",Yes / Yes,3.50% 1.55%,,1127679.0,0.0068000000000000005,0.026699999999999998,0.028399999999999998
ROST,Ross Stores Inc,Consumer Cyclical,Apparel Retail,USA,NASD,"NDX, S&P 500",33.47,7.18,0.0216,321040000.0,0.0424,77030000000.0,27.81,0.10339999999999999,-0.0069,313840000.0,0.134,77600000000.0,2.21,1.94,0.9170999999999999,0.0268,0.1641,2320000000.0,3.24,0.1839,-0.0052,3.02,0.3207,23780000000.0,12.23,0.1551,8400000.0,0.33299999999999996,19.64,18.55,0.12560000000000002,0.3898,240.51 -0.16%,0.7990999999999999,12.94,29.26,14.72% 93.97%,0.2304,124.49 92.89%,1.2575,1.80 (0.75%),22.62,6.76% 12.67%,0.2809,0.9998,1.70 (0.71%),3.26,0.1346,0.1222,6.12,3.4775,"Jun 09, 2026",0.94,0.1186,0.0974,63.69,1.77,9.32% 42.06%,1.54,0.38060000000000005,0.056600000000000004,0.85,261.19,0.245,0.75,0.2057,0.0674,1.05,239.11,111000.0,0.59,May 21 AMC,0.26789999999999997,2780000.0,240.13,"Aug 08, 1985",Yes / Yes,16.72% 6.54%,,2918882.0,0.0043,0.0222,0.0254
SBUX,Starbucks Corp,Consumer Cyclical,Restaurants,USA,NASD,"NDX, S&P 500",78.64,1.31,0.0021,1140000000.0,0.08130000000000001,117430000000.0,33.68,0.2799,-0.0053,1140000000.0,-0.0275,140130000000.0,1.67,0.65,0.8390000000000001,0.0424,0.0392,1500000000.0,3.05,0.1223,0.0095,6.13,0.2289,38450000000.0,,0.0481,48180000.0,0.2236,-7.43,69.07,0.20199999999999999,,108.88 -5.36%,0.0925,1.49,43.08,-16.85% 15.70%,0.1184,77.99 32.12%,0.04650000000000001,2.51 (2.44%),26.73,4.86% 9.59%,0.1585,-0.08460000000000001,2.47 (2.40%),3.64,-0.5236999999999999,0.0915,2.71,0.8781,"May 15, 2026",0.73,0.0588,0.038900000000000004,58.23,2.5,7.57% 8.27%,0.92,0.3261,0.025,0.96,107.28,1.4981,,0.08810000000000001,0.0241,0.67,102.28,381000.0,,Apr 28 AMC,0.1243,7860000.0,103.04,"Jun 26, 1992",Yes / Yes,17.56% 3.95%,,5291695.0,0.0074,0.026699999999999998,0.0262
SHOP,Shopify Inc,Technology,Software - Application,Canada,NASD,NDX,106.4,1.02,0.0635,1220000000.0,-0.011899999999999999,140460000000.0,45.88,0.2836,0.0,1220000000.0,0.1346,134889999999.99998,1.52,0.4,0.6484000000000001,0.0178,-0.1197,1330000000.0,11.36,0.2891,-0.0229,2.19,-0.35729999999999995,12370000000.0,11.26,0.0968,21690000.0,-0.3276,9.61,24.46,0.3019,0.1131,182.19 -40.59%,-0.0089,4.43,66.12,- 28.70%,0.1052,94.00 15.15%,0.665,,63.15,27.31% 31.58%,0.478,-0.132,,10.91,-0.1775,0.1703,5.93,37.2744,,6.2,0.3185,0.10769999999999999,46.36,1.62,- -,6.2,0.1533,-0.0113,2.58,149.83,0.0,0.01,0.3432,-0.055099999999999996,0.88,110.47,7600.0,0.01,May 05 BMO,-0.2167,9920000.0,108.24,"May 21, 2015",Yes / Yes,5.94% 1.71%,,8710180.0,-0.0202,0.0533,0.049699999999999994
SNDK,Sandisk Corp,Technology,Computer Hardware,USA,NASD,"NDX, S&P 500",68.83,28.77,0.0132,148000000.0,0.2698,293230000000.0,10.53,1.871,-0.0046,146130000.0,0.3682,289700000000.0,,33.58,0.7803,0.063,1.9928,4510000000.0,22.24,20.9056,-0.048799999999999996,0.6,7.5034,13180000000.0,21.27,0.30010000000000003,9210000.0,7.3415,93.09,78.51,,0.39299999999999996,1895.00 4.49%,46.944300000000005,25.22,65.75,12.79% -,0.32289999999999996,39.44 4920.54%,,,51.46,9.93% -,0.5604,,,21.97,3.9516000000000004,0.4158,143.45,,,3.62,0.8276,0.3419,70.6,1.64,- -,4.78,2.7272000000000003,0.2195,4.93,1863.13,,0.02,2.5103,0.531,0.75,1881.51,11000.0,0.01,Apr 30 AMC,2.4553,15440000.0,1980.1,"Feb 13, 2025",Yes / Yes,60.09% 26.06%,,11652230.0,0.0524,0.1128,0.0861
SNPS,Synopsys Inc,Technology,Software - Infrastructure,USA,NASD,"NDX, S&P 500",105.01,4.32,0.0467,191440000.0,-0.0236,86910000000.0,26.26,0.16920000000000002,-0.0005,182530000.0,-0.10880000000000001,95260000000.0,1.58,3.67,0.858,0.030899999999999997,0.1,773270000.0,10.02,0.1452,-0.0070999999999999995,3.1,-0.0461,8670000000.0,2.85,0.0219,5640000.0,-0.0337,159.2,34.94,0.16670000000000001,0.0383,651.73 -30.36%,-0.083,12.99,33.0,8.63% 13.58%,0.018799999999999997,376.18 20.66%,0.0176,,36.94,11.62% 13.86%,0.6487999999999999,0.7254,,10.98,-0.69,0.1202,20.3,7.645499999999999,,1.31,0.396,0.0891,38.82,1.78,- -,1.43,-0.9601999999999999,-0.07429999999999999,1.22,566.7,0.0,0.36,0.4192,-0.044199999999999996,0.7,456.29,28000.0,0.35,May 27 AMC,-0.018500000000000003,1820000.0,453.89,"Feb 26, 1992",Yes / Yes,6.21% 1.12%,,1275464.0,-0.0053,0.0471,0.0426
STX,Seagate Technology Holdings Plc,Technology,Computer Hardware,USA,NASD,"NDX, S&P 500",88.38,10.54,0.0027,224410000.0,0.0986,208770000000.0,34.14,0.8303,-0.29469999999999996,223610000.0,0.1391,211800000000.0,0.47,5.08,0.8498,0.0405,1.4264,2380000000.0,18.96,0.8397,-0.0275,2.31,2.1147,11010000000.0,190.81,0.289,9050000.0,2.3808000000000002,4.88,182.01,0.7216,17.8797,966.80 -3.70%,6.3850999999999996,5.12,86.55,-2.76% 12.31%,0.4878,124.63 647.04%,13.6829,2.91 (0.31%),60.32,-7.94% -2.84%,0.4154,8.6212,2.92 (0.31%),19.24,0.5556,0.29460000000000003,54.09,39.2351,"Jun 24, 2026",0.85,0.2892,0.21600000000000003,64.28,1.59,1.07% 2.08%,1.33,1.0751,0.094,2.08,891.36,0.4225,3.82,0.4407,0.304,0.81,868.09,30000.0,3.45,Apr 28 AMC,1.3029,3920000.0,931.04,"Dec 11, 2002",Yes / Yes,16.65% 5.10%,,3159489.0,0.0725,0.0789,0.0639
TMUS,T-Mobile US Inc,Communication Services,Telecom Services,USA,NASD,"NDX, S&P 500",20.11,9.4,0.551,1090000000.0,0.061799999999999994,204640000000.0,13.93,0.3,-0.0012,485950000.0,-0.0062,322040000000.0,0.7,2.59,0.4138,0.040999999999999995,-0.1301,10540000000.0,2.26,0.0741,0.0031,3.54,-0.0318,90530000000.0,3.67,0.049100000000000005,19950000.0,-0.0687,51.46,53.56,0.1991,0.1802,261.56 -27.70%,-0.1732,3.53,13.09,67.63% 29.65%,0.062,174.02 8.67%,0.4459,4.15 (2.19%),9.71,3.53% 5.24%,0.46649999999999997,0.301,3.94 (2.08%),3.56,-0.08460000000000001,0.21030000000000001,5.22,3.5181999999999998,"May 29, 2026",0.97,0.09480000000000001,0.1165,52.45,1.43,- -,1.09,-0.1193,0.0137,0.3,259.09,0.3766,2.17,0.1063,-0.0097,0.75,185.82,75000.0,2.04,Apr 28 AMC,-0.0928,5630000.0,189.1,"Apr 19, 2007",Yes / Yes,12.95% 0.55%,,4232905.0,0.0177,0.0288,0.0264
TRI,Thomson-Reuters Corp,Industrials,Specialty Business Services,Canada,NASD,NDX,23.56,3.45,0.6976,437900000.0,-0.0538,35540000000.0,16.15,0.1426,0.0,132020000.00000001,-0.0076,37820000000.0,1.23,0.96,0.2262,0.1229,-0.155,1520000000.0,4.64,0.1084,0.0003,8.11,-0.373,7660000000.0,3.02,0.0843,16230000.0,-0.38270000000000004,26.97,88.85,0.13119999999999998,0.1273,218.42 -62.73%,-0.5870000000000001,0.92,17.12,6.55% 8.16%,0.11470000000000001,78.60 3.58%,-0.34490000000000004,2.56 (3.15%),12.62,4.10% 4.55%,0.26739999999999997,-0.1681,2.50 (3.07%),4.94,-0.2908,0.26739999999999997,4.14,0.9379000000000001,"May 20, 2026",0.6,0.0536,0.19870000000000002,42.82,1.57,- 9.46%,0.6,0.0725,-0.041299999999999996,0.79,123.49,0.7152,0.23,0.0984,-0.0768,1.05,80.25,27100.0,0.13,May 05 BMO,-0.32170000000000004,2000000.0,81.41,"Jun 12, 2002",Yes / Yes,2.30% 2.21%,,2098762.0,0.014499999999999999,0.0394,0.047
TSLA,Tesla Inc,Consumer Cyclical,Auto Manufacturers,USA,NASD,"NDX, S&P 500",371.3,1.09,0.2241,3750000000.0,0.0395,1526440000000.0,167.87,0.2837,-0.0002,2910000000.0,-0.0872,1497940000000.0,6.81,0.44,0.43420000000000003,0.0264,0.038900000000000004,3860000000.0,15.6,0.1362,-0.0083,1.31,-0.09970000000000001,97880000000.0,18.14,0.0287,76950000.0,-0.09630000000000001,22.4,33.87,0.2464,0.048600000000000004,498.83 -18.52%,0.2736,12.0,218.06,-33.28% 38.32%,0.039599999999999996,288.77 40.75%,0.6268,,129.27,5.19% 24.63%,0.1907,0.9992,,15.3,-0.3981,0.0541,18.1,26.8644,,1.62,0.0225,0.0395,48.89,2.47,- -,2.04,0.16010000000000002,-0.022400000000000003,1.81,403.89,0.0,0.19,0.1578,0.0204,1.06,399.15,134785.0,0.16,Apr 22 AMC,-0.0223,58910000.0,406.43,"Jun 29, 2010",Yes / Yes,15.85% 1.30%,,62723394.0,0.0182,0.0562,0.0382
TTWO,Take-Two Interactive Software Inc,Communication Services,Electronic Gaming & Multimedia,USA,NASD,"NDX, S&P 500",,-1.61,0.073,185400000.0,-0.0123,39310000000.0,21.13,0.49119999999999997,-0.04650000000000001,172110000.0,-0.06709999999999999,40270000000.0,0.56,0.33,0.8456,0.045,0.0152,-298200000.0,5.91,0.6396000000000001,-0.0252,3.78,-0.1393,6660000000.0,11.18,-0.0321,7750000.0,-0.1729,18.94,19.63,0.37939999999999996,-0.1056,264.79 -20.03%,-0.0969,10.79,85.19,38.68% -,-0.046799999999999994,187.63 12.86%,0.557,,33.69,7.56% 14.56%,0.5424,0.1359,,6.05,0.9364,-0.0165,7.35,4.4239,,1.24,0.1816,-0.044800000000000006,40.23,1.28,- -,1.24,0.9848,-0.0507,0.99,281.52,,0.84,0.061500000000000006,-0.026600000000000002,0.72,212.08,12909.0,0.81,May 21 AMC,-0.0834,2049999.9999999998,211.75,"Apr 15, 1997",Yes / Yes,41.88% 2.16%,,1481604.0,-0.0016,0.0276,0.0355
TXN,Texas Instruments Inc,Technology,Semiconductors,USA,NASD,"NDX, S&P 500",51.51,5.85,0.0026,910000000.0,0.056299999999999996,274050000000.0,33.67,0.1605,-0.15439999999999998,907740000.0,-0.017,282990000000.0,1.51,1.92,0.895,0.0209,0.5784,5340000000.0,14.86,0.4139,0.002,2.49,0.6575,18440000000.0,16.33,0.1566,18980000.0,0.7356999999999999,18.44,53.7,0.2235,0.32159999999999994,331.51 -9.17%,0.5082,5.61,73.65,-16.65% -1.81%,0.17980000000000002,152.73 97.16%,0.7302,5.74 (1.91%),32.31,-4.07% 4.10%,0.5732,0.596,5.62 (1.87%),15.35,0.10490000000000001,0.3602,12.7,3.8638,"May 05, 2026",2.94,0.1489,0.2894,54.82,2.3,5.45% 8.13%,4.46,0.3123,-0.0033,1.31,294.45,1.0097,0.84,0.1858,0.1038,0.7,297.1,33000.0,0.77,Apr 22 AMC,0.44670000000000004,7620000.0,301.12,"Oct 01, 1953",Yes / Yes,23.19% 6.60%,,5362268.0,0.013500000000000002,0.0447,0.039
VRSK,Verisk Analytics Inc,Industrials,Consulting Services,USA,NASD,"NDX, S&P 500",27.99,6.57,0.003,131020000.00000001,0.011399999999999999,24080000000.0,21.23,0.1318,-0.037000000000000005,130630000.0,0.1383,28180000000.0,2.01,1.94,1.0108,0.0635,-0.0866,910200000.0,7.76,0.0684,0.009000000000000001,4.33,-0.14300000000000002,3100000000.0,,0.1873,8289999.999999999,-0.1783,-8.91,45.85,0.1058,4.4405,314.80 -41.61%,-0.41450000000000004,4.01,21.36,2.61% 8.51%,0.2867,155.94 17.87%,-0.1612,1.98 (1.08%),16.35,7.16% 1.99%,0.5941,0.0674,1.85 (1.01%),9.08,-0.0409,0.45,6.27,1.3337,"Jun 15, 2026",1.02,0.058600000000000006,0.2934,59.07,2.09,13.23% 10.76%,1.02,0.0508,0.0435,0.68,223.71,0.2776,,0.0393,0.0461,1.15,182.0,8000.0,,Apr 29 BMO,-0.1241,1920000.0,183.8,"Oct 07, 2009",Yes / Yes,4.62% 1.42%,,2198160.0,0.009899999999999999,0.0327,0.0362
VRTX,Vertex Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,"NDX, S&P 500",26.38,16.87,0.0021,254160000.0,-0.0043,112920000000.0,20.58,0.1198,-0.2465,253280000.0,-0.018000000000000002,107650000000.0,1.91,4.72,0.9442,0.0177,-0.052000000000000005,4340000000.0,9.15,0.0492,-0.011000000000000001,3.56,0.0006,12340000000.0,5.84,0.17579999999999998,4490000.0,-0.018600000000000002,76.18,15.56,0.1076,0.242,507.92 -12.40%,-0.0329,28.6,30.44,6.12% 8.28%,0.2032,362.50 22.74%,0.3063,,20.97,11.34% 14.23%,0.8637999999999999,1.3051,,8.72,5.4648,0.3985,10.91,3.8631,,2.57,0.1175,0.3515,53.84,1.5,- -,3.02,0.6158,0.0147,0.31,553.64,0.0,0.1,0.09699999999999999,0.0187,0.73,445.04,6400.0,0.1,May 04 AMC,0.0148,1260000.0,444.92,"Jul 24, 1991",Yes / Yes,5.35% -0.24%,,924129.0,-0.0003,0.0217,0.023700000000000002
WBD,Warner Bros. Discovery Inc,Communication Services,Entertainment,USA,NASD,"NDX, S&P 500",,-0.70,0.04769999999999999,2510000000.0,0.0282,67640000000.0,,0.9619,-0.0716,2390000000.0,-0.009899999999999999,98200000000.0,,-0.15,0.7251000000000001,0.0255,-0.0059,-1740000000.0,1.82,-5.5404,0.01,2.81,-0.0864,37250000000.0,2.08,-0.0174,60960000.0,-0.0638,12.99,20.49,-0.2863,-0.052300000000000006,30.00 -10.07%,1.6555000000000002,1.32,29.28,- -30.70%,-0.0273,9.98 170.34%,0.9312999999999999,,13.17,3.34% 28.53%,0.3084,-0.12369999999999999,,2.64,0.8426,0.056299999999999996,0.39,0.0317,"Mar 24, 2010",0.73,-0.0278,-0.0466,50.82,2.89,- -,0.73,-5.3591999999999995,0.0017000000000000001,1.54,29.72,0.0,1.0,-0.008,-0.004699999999999999,0.74,26.86,35500.0,0.95,May 06 AMC,0.0852,21670000.0,26.98,"Jul 06, 2005",Yes / Yes,-975.37% 0.05%,,15957549.0,0.0045000000000000005,0.0209,0.0137
WDAY,Workday Inc,Technology,Software - Application,USA,NASD,"NDX, S&P 500",40.81,3.21,0.1945,203000000.0,-0.0934,32310000000.000004,10.36,0.1771,-0.0359,198970000.0,0.12269999999999999,31750000000.0,0.61,2.61,0.8144,0.1359,-0.0172,847000000.0,3.28,0.1625,0.0199,5.3,-0.4128,9850000000.0,4.87,0.0509,27050000.0,-0.391,26.84,7.41,0.1696,0.10859999999999999,253.54 -48.41%,-0.4782,17.66,10.87,- -,0.09050000000000001,110.36 18.52%,-0.3761,,20.21,15.43% 17.27%,0.7576,-0.4315,,3.22,0.7626999999999999,0.1234,7.64,0.6849,,0.96,0.13699999999999998,0.086,46.66,2.07,- -,0.96,2.4694,-0.0356,1.1,173.56,0.0,0.57,0.1429,0.0219,1.31,130.53,21000.0,0.4,May 21 AMC,-0.2804,5100000.0,130.8,"Oct 12, 2012",Yes / Yes,5.78% 1.00%,,6670080.0,0.0021,0.0418,0.0518
WDC,Western Digital Corp,Technology,Computer Hardware,USA,NASD,"NDX, S&P 500",33.6,16.75,0.0097,345000000.0,0.1001,194030000000.0,31.81,0.7718,-0.0435,341350000.0,0.1393,192520000000.0,0.42,3.29,0.9773000000000001,0.0934,1.0674,6390000000.0,16.48,1.0258,-0.0095,4.11,2.0938,11780000000.0,20.06,0.4061,31870000.0,2.2677,28.06,59.94,0.7562000000000001,0.8587,602.54 -6.57%,9.0919,9.39,66.79,0.54% -,0.6546,54.60 931.00%,17.4813,0.49 (0.09%),47.74,-20.28% -10.67%,0.4539,8.9623,0.50 (0.09%),16.35,2.4276,0.3115,35.16,14.9014,"Jun 05, 2026",1.2,-0.1843,0.5428000000000001,61.39,1.69,- -41.82%,1.49,4.8337,0.08650000000000001,2.14,552.96,0.0207,0.18,0.4547,0.2534,0.79,529.29,40000.0,0.01,Apr 30 AMC,1.2183,7750000.0,562.92,"Mar 17, 1980",Yes / Yes,13.57% 2.79%,,6091455.0,0.0635,0.0795,0.0623
WMT,Walmart Inc,Consumer Defensive,Discount Stores,USA,NASD,"DJIA, NDX, S&P 500",42.64,2.84,0.4501,7960000000.0,0.0182,963250000000.0,36.88,0.1298,-0.0045000000000000005,4380000000.0,-0.0793,1033339999999.9999,3.2,0.74,0.3628,0.0183,-0.0433,22740000000.0,1.33,0.1003,-0.0141,3.89,0.0694,725300000000.0,10.22,0.0824,80020000.0,0.0864,11.85,89.78,0.1151,0.2553,135.15 -10.44%,0.2764,1.35,76.74,24.21% 11.53%,0.1501,93.43 29.55%,1.3563999999999998,1.00 (0.82%),23.05,5.27% 4.99%,0.2498,1.5799,0.97 (0.80%),1.42,0.2168,0.0416,2.91,4.1043,"Aug 21, 2026",0.23,0.0587,0.0313,47.29,1.48,7.82% 5.48%,0.77,0.1956,-0.0018,0.59,140.42,0.3444,0.79,0.0733,-0.0363,0.72,120.5,2100000.0,0.61,May 21 BMO,0.0433,20550000.0,121.04,"Nov 20, 1972",Yes / Yes,0.18% 1.66%,,14728704.0,0.0045000000000000005,0.0208,0.0235
XEL,Xcel Energy Inc,Utilities,Utilities - Regulated Electric,USA,NASD,"NDX, S&P 500",22.81,3.47,0.0018,624160000.0,0.0023,49450000000.0,17.45,0.1038,-0.0147,623120000.0,-0.0086,86760000000.0,1.82,0.79,0.9068999999999999,0.0594,-0.032799999999999996,2089999999.9999998,3.35,0.0821,0.0019,7.21,0.0616,14770000000.0,2.08,0.0265,37010000.0,0.0726,38.14,26.06,0.09570000000000001,0.0959,84.23 -5.95%,0.147,3.04,,2.58% 4.20%,0.0346,65.21 21.48%,0.2462,2.40 (3.03%),14.33,-1.36% 4.94%,0.2466,0.1392,2.30 (2.91%),5.87,0.026000000000000002,0.1993,1.63,0.8531,"Jun 15, 2026",0.68,0.0757,0.1416,51.01,1.45,5.35% 5.80%,0.77,0.061,0.004699999999999999,0.41,92.41,0.6655,1.65,0.025,-0.0070999999999999995,1.16,78.27,11534.0,1.54,Apr 30 BMO,0.0109,5130000.0,79.22,"Feb 28, 1949",Yes / Yes,0.36% -4.47%,,5931132.0,0.0121,0.0183,0.0202
ZS,Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,,-0.49,0.3518,161710000.0,-0.0096,20940000000.0,28.16,0.1167,-0.0007000000000000001,104820000.0,-0.1503,19270000000.0,1.53,1.09,0.542,0.1151,-0.1576,-77390000.0,6.6,0.2556,-0.0039000000000000003,2.85,-0.46759999999999996,3170000000.0,8.85,-0.0124,12070000.0,-0.4242,14.63,5.92,0.18359999999999999,-0.0371,336.99 -61.57%,-0.5703,21.89,23.54,54.06% 21.31%,-0.018600000000000002,114.62 12.99%,-0.1696,,688.1,34.81% 44.03%,0.7629,-0.37670000000000003,,6.07,-0.9158,-0.0447,10.45,,,1.78,0.24609999999999999,-0.024399999999999998,42.78,1.48,- -,1.78,-2.2481,-0.1235,0.98,192.67,,0.79,0.25429999999999997,-0.0864,1.12,126.11,7923.0,0.76,May 26 AMC,-0.39640000000000003,4240000.0,129.52,"Mar 16, 2018",Yes / Yes,6.91% 1.84%,,4750123.0,0.027000000000000003,0.0613,0.0669
